eventid,region,attacktype1,targtype1,natlty1,weaptype1, 
201512210034 ,6,8,14,92,9,
201512210040 ,6,3,3,92,6,
201512210041 ,6,3,20,92,6,
201512220046 ,6,2,1,92,5,
201512230029 ,6,1,14,92,9,
201512230030 ,6,3,14,92,6,
201512240032 ,6,3,1,92,6,
201512250022 ,6,6,2,92,5,
201512250027 ,6,3,20,92,6,
201512270045 ,6,3,19,92,6,
201512280035 ,6,3,20,92,6,
201512290035 ,6,6,14,92,13,
201512290038 ,6,3,20,92,6,
201512300016 ,6,2,14,92,5,
201512310020 ,6,3,3,92,6,
201601010008 ,6,6,3,92,5,
201601010009 ,6,2,14,92,9,
201601010042 ,6,6,14,92,13,
201601020011 ,6,6,14,92,5,
201601020020 ,6,3,20,92,6,
201601030033 ,6,7,1,92,8,
201601040038 ,6,3,4,92,6,
201601050029 ,6,6,14,92,13,
201601050044 ,6,7,14,92,8,
201601050045 ,6,7,20,92,8,
201601050046 ,6,7,20,92,8,
201601050052 ,6,6,14,92,5,
201601050053 ,6,3,4,92,6,
201601060032 ,6,6,14,92,5,
201601060042 ,6,3,3,92,6,
201601070036 ,6,2,14,92,9,
201601070043 ,6,3,14,92,6,
201601080015 ,6,3,4,92,6,
201601080021 ,6,7,1,92,8,
201601090037 ,6,8,14,92,9,
201601100029 ,6,3,2,92,6,
201601100030 ,6,3,14,92,6,
201601100037 ,6,3,20,92,6,
201601110079 ,6,9,4,92,13,
201601120027 ,6,3,14,92,6,
201601120053 ,6,7,1,92,8,
201601130046 ,6,6,19,92,5,
201601130048 ,6,3,14,92,6,
201601130057 ,6,3,14,92,6,
201601130058 ,6,3,14,92,6,
201601140025 ,6,3,20,92,6,
201601140051 ,6,2,22,92,5,
201601150038 ,6,3,19,92,6,
201601150048 ,6,6,14,92,5,
201601150057 ,6,2,3,92,5,
201601150060 ,6,3,20,92,6,
201601160039 ,6,3,3,92,6,
201601160040 ,6,3,3,92,6,
201601160065 ,6,3,14,92,6,
201601170040 ,6,3,15,92,6,
201601170049 ,6,3,4,92,6,
201601180024 ,6,3,4,92,6,
201601190039 ,6,3,14,92,6,
201601190045 ,6,2,19,92,8,
201601200021 ,6,3,20,92,6,
201601200048 ,6,2,19,92,8,
201601210036 ,6,3,14,92,6,
201601210046 ,6,3,20,92,6,
201601220027 ,6,3,4,92,6,
201601220040 ,6,3,14,92,6,
201601220041 ,6,9,10,92,13,
201601230015 ,6,3,20,92,6,
201601230016 ,6,3,3,92,6,
201601230038 ,6,5,16,92,5,
201601240015 ,6,3,4,92,6,
201601250019 ,6,5,16,92,5,
201601250043 ,6,3,20,92,6,
201601260017 ,6,3,20,92,6,
201601260018 ,6,3,20,92,6,
201601260037 ,6,6,14,92,13,
201601270019 ,6,3,4,92,6,
201601270023 ,6,6,14,92,5,
201601270041 ,6,6,14,92,13,
201601270042 ,6,7,1,92,8,
201601270043 ,6,3,1,92,6,
201601280027 ,6,3,19,92,6,
201601280046 ,6,3,3,92,6,
201601280047 ,6,2,22,92,5,
201601280048 ,6,2,14,92,5,
201601280049 ,6,6,14,92,13,
201601310037 ,6,3,14,92,6,
201601310043 ,6,3,20,92,6,
201601310052 ,6,3,20,92,6,
201602010003 ,6,3,3,92,6,
201602010053 ,6,3,20,92,6,
201602020050 ,6,2,4,92,5,
201602030045 ,6,3,3,92,6,
201602030073 ,6,9,14,92,13,
201602040037 ,6,3,19,92,6,
201602040049 ,6,3,20,92,6,
201602050055 ,6,1,14,92,5,
201602050058 ,6,3,3,92,6,
201602050073 ,6,6,1,92,13,
201602060076 ,6,6,4,92,13,
201602080030 ,6,3,3,92,6,
201602090030 ,6,6,8,92,13,
201602090036 ,6,3,20,92,6,
201602110038 ,6,3,3,92,6,
201602120082 ,6,6,2,92,13,
201602120085 ,6,3,1,92,6,
201602120092 ,6,3,3,92,6,
201602120098 ,6,1,22,92,5,
201602130022 ,6,3,3,92,6,
201602130041 ,6,2,4,92,5,
201602150060 ,6,3,4,92,6,
201602150062 ,6,6,14,92,5,
201602160037 ,6,7,16,92,8,
201602160049 ,6,1,22,92,5,
201602160051 ,6,2,14,92,5,
201602160052 ,6,3,20,92,6,
201602160058 ,6,2,1,92,5,
201602160059 ,6,1,22,92,5,
201602160082 ,6,3,19,92,6,
201602170016 ,6,2,3,92,5,
201602170048 ,6,3,20,92,6,
201602170056 ,6,3,14,92,6,
201602170061 ,6,6,1,92,5,
201602190068 ,6,3,14,92,6,
201602190070 ,6,6,14,92,5,
201602190077 ,6,2,1,92,5,
201602200017 ,6,7,16,92,8,
201602200018 ,6,3,20,92,6,
201602200027 ,6,1,14,92,6,
201602200035 ,6,8,14,92,2,
201602210036 ,6,6,10,92,5,
201602220060 ,6,3,4,92,6,
201602230035 ,6,1,10,92,6,
201602230044 ,6,3,20,92,6,
201602230057 ,6,3,20,92,6,
201602240042 ,6,6,14,92,13,
201602240062 ,6,6,14,92,5,
201602250032 ,6,3,4,92,6,
201602260023 ,6,3,20,92,6,
201602260038 ,6,6,14,92,13,
201602270033 ,6,3,20,92,6,
201602270052 ,6,2,14,92,5,
201602280024 ,6,3,20,92,6,
201602280039 ,6,6,14,92,13,
201602280040 ,6,6,14,92,13,
201602290034 ,6,6,8,92,5,
201603010071 ,6,9,14,92,13,
201603020056 ,6,2,14,92,5,
201603030034 ,6,2,4,92,5,
201603030035 ,6,6,14,92,5,
201603030036 ,6,3,2,92,6,
201603030048 ,6,1,22,92,5,
201603030051 ,6,2,14,92,5,
201603030055 ,6,6,14,92,9,
201603040028 ,6,3,20,92,6,
201603040061 ,6,9,10,92,13,
201603050055 ,6,1,14,92,6,
201603060030 ,6,3,14,92,6,
201603060044 ,6,3,1,92,6,
201603060049 ,6,3,3,92,6,
201603070046 ,6,2,1,92,5,
201603110019 ,6,3,20,92,6,
201603110020 ,6,3,3,92,6,
201603110024 ,6,3,3,92,6,
201603110025 ,6,7,19,92,8,
201603110026 ,6,2,3,92,5,
201603110031 ,6,3,4,92,6,
201603110033 ,6,3,20,92,6,
201603110034 ,6,3,20,92,6,
201603110053 ,6,8,1,92,9,
201603120027 ,6,3,1,92,6,
201603120044 ,6,3,8,92,6,
201603120049 ,6,2,4,92,5,
201603120057 ,6,7,2,92,8,
201603130024 ,6,1,2,92,5,
201603130030 ,6,6,14,92,5,
201603140063 ,6,3,2,92,6,
201603150062 ,6,3,20,92,6,
201603150074 ,6,8,14,92,9,
201603170038 ,6,9,14,92,13,
201603170050 ,6,2,1,92,5,
201603180025 ,6,3,4,92,6,
201603180031 ,6,3,1,92,6,
201603180034 ,6,3,20,92,6,
201603190016 ,6,3,1,92,6,
201603190024 ,6,3,20,92,6,
201603190029 ,6,3,3,92,6,
201603190031 ,6,3,4,92,6,
201603190032 ,6,2,14,92,5,
201603190037 ,6,8,14,92,9,
201603200030 ,6,3,3,92,6,
201603210036 ,6,3,15,92,6,
201603220090 ,6,2,14,92,9,
201603220091 ,6,8,14,92,9,
201603220092 ,6,3,20,92,6,
201603230011 ,6,3,2,92,6,
201603230022 ,6,3,14,92,6,
201603230042 ,6,1,14,92,6,
201603230045 ,6,2,14,92,9,
201603250030 ,6,3,14,92,6,
201603250033 ,6,6,14,92,13,
201603260029 ,6,3,4,92,6,
201603270063 ,6,3,2,92,6,
201603280045 ,6,3,20,92,6,
201603280046 ,6,3,20,92,6,
201603290028 ,6,3,14,92,6,
201603290036 ,6,3,20,92,6,
201603300020 ,6,3,3,92,6,
201603300032 ,6,2,14,92,5,
201603300051 ,6,6,14,92,13,
201603310010 ,6,3,14,92,6,
201603310011 ,6,3,14,92,6,
201603310036 ,6,3,4,92,6,
201603310046 ,6,3,12,92,6,
201604010002 ,6,3,14,92,6,
201604010031 ,6,3,20,92,6,
201604010039 ,6,6,14,92,8,
201604010040 ,6,3,4,92,6,
201604010044 ,6,3,20,92,6,
201604020027 ,6,3,3,92,6,
201604020028 ,6,1,22,92,5,
201604020029 ,6,3,20,92,6,
201604030015 ,6,2,3,92,5,
201604030046 ,6,2,3,92,5,
201604030047 ,6,3,3,92,6,
201604030048 ,6,3,2,92,6,
201604040046 ,6,3,22,92,6,
201604040049 ,6,3,1,92,6,
201604040051 ,6,3,2,92,6,
201604040052 ,6,2,14,92,5,
201604040081 ,6,6,14,92,13,
201604040097 ,6,6,2,92,5,
201604050035 ,6,2,4,92,5,
201604050037 ,6,6,14,92,13,
201604050040 ,6,6,14,92,9,
201604050043 ,6,6,14,92,9,
201604060030 ,6,3,3,92,6,
201604060031 ,6,3,8,92,6,
201604060041 ,6,3,20,92,6,
201604060058 ,6,8,10,92,9,
201604070049 ,6,3,3,92,6,
201604080019 ,6,2,3,92,5,
201604080022 ,6,1,14,92,13,
201604080024 ,6,3,4,92,6,
201604080030 ,6,3,20,92,6,
201604090044 ,6,9,14,92,13,
201604100029 ,6,3,15,92,6,
201604100030 ,6,1,14,92,6,
201604100041 ,6,7,1,92,8,
201604100055 ,6,6,14,92,9,
201604110034 ,6,3,20,92,6,
201604140025 ,6,3,3,92,6,
201604140047 ,6,2,2,92,5,
201604140054 ,6,2,1,92,5,
201604150013 ,6,3,20,92,6,
201604150049 ,6,3,4,92,6,
201604150050 ,6,3,20,92,6,
201604160065 ,6,3,2,92,6,
201604160070 ,6,1,14,92,5,
201604170025 ,6,2,14,92,5,
201604170034 ,6,2,15,92,8,
201604180025 ,6,3,3,92,6,
201604180026 ,6,3,14,92,6,
201604180044 ,6,3,20,92,6,
201604180063 ,6,6,14,92,5,
201604180071 ,6,3,1,92,6,
201604190048 ,6,2,15,92,5,
201604200021 ,6,3,4,92,6,
201604200033 ,6,3,2,92,6,
201604210021 ,6,3,3,92,6,
201604210027 ,6,2,3,92,5,
201604210037 ,6,3,3,92,6,
201604210038 ,6,2,14,92,5,
201604220032 ,6,3,8,92,6,
201604230054 ,6,3,14,92,6,
201604240047 ,6,3,20,92,6,
201604240080 ,6,3,1,92,6,
201604250035 ,6,3,2,92,6,
201604250070 ,6,6,14,92,5,
201604250086 ,6,6,14,92,5,
201604260039 ,6,7,1,92,8,
201604260041 ,6,6,14,92,13,
201604270035 ,6,2,3,92,5,
201604280030 ,6,3,3,92,6,
201604280033 ,6,3,3,92,6,
201604280034 ,6,3,4,92,6,
201604290043 ,6,3,1,92,6,
201605020034 ,6,3,20,92,6,
201605020036 ,6,3,19,92,6,
201605020037 ,6,2,14,92,5,
201605020046 ,6,3,4,92,6,
201605020052 ,6,3,14,92,6,
201605020072 ,6,6,12,92,13,
201605030047 ,6,3,14,92,6,
201605030057 ,6,6,15,92,5,
201605030061 ,6,6,2,92,13,
201605040044 ,6,3,1,92,6,
201605040045 ,6,8,3,92,9,
201605040055 ,6,1,22,92,5,
201605040056 ,6,9,2,92,13,
201605040058 ,6,3,2,92,6,
201605050057 ,6,6,14,92,13,
201605060018 ,6,3,20,92,6,
201605060028 ,6,3,3,92,6,
201605060040 ,6,3,20,92,6,
201605070033 ,6,3,19,92,6,
201605080049 ,6,7,3,92,5,
201605080063 ,6,9,2,92,13,
201605080102 ,6,3,1,92,6,
201605090072 ,6,3,3,92,6,
201605090073 ,6,3,1,92,6,
201605090074 ,6,3,4,92,6,
201605100064 ,6,5,1,92,5,
201605100066 ,6,6,1,92,5,
201605110045 ,6,3,3,92,6,
201605120030 ,6,3,19,92,6,
201605120031 ,6,2,10,92,5,
201605130018 ,6,1,10,92,5,
201605130019 ,6,2,3,92,5,
201605130022 ,6,3,20,92,6,
201605130049 ,6,7,14,92,8,
201605140040 ,6,3,20,92,6,
201605150057 ,6,9,14,92,13,
201605160036 ,6,3,3,92,6,
201605160038 ,6,3,1,92,6,
201605160043 ,6,6,14,92,5,
201605160063 ,6,3,4,92,6,
201605170047 ,6,2,3,92,5,
201605170055 ,6,3,20,92,6,
201605170056 ,6,3,14,92,6,
201605170061 ,6,3,20,92,6,
201605170062 ,6,2,3,92,5,
201605180074 ,6,3,3,92,6,
201605180083 ,6,3,1,92,6,
201605190017 ,6,2,4,92,6,
201605190032 ,6,5,19,92,5,
201605190054 ,6,6,14,92,9,
201605200043 ,6,7,9,92,13,
201605200048 ,6,3,20,92,6,
201605210021 ,6,2,3,92,6,
201605210022 ,6,2,3,92,6,
201605210023 ,6,3,20,92,6,
201605210028 ,6,7,14,92,8,
201605220024 ,6,3,20,92,6,
201605220051 ,6,3,2,92,6,
201605230048 ,6,3,20,92,6,
201605240036 ,6,3,20,92,6,
201605250032 ,6,3,14,92,6,
201605250033 ,6,3,8,92,6,
201605250036 ,6,2,2,92,5,
201605250038 ,6,6,4,92,5,
201605250047 ,6,6,14,92,13,
201605250063 ,6,3,2,92,6,
201605260020 ,6,3,19,92,6,
201605260022 ,6,3,1,92,6,
201605260023 ,6,3,4,92,6,
201605260039 ,6,3,20,92,6,
201605260054 ,6,8,3,92,10,
201605270030 ,6,6,14,92,5,
201605270031 ,6,3,4,92,6,
201605280030 ,6,3,14,92,6,
201605280041 ,6,3,3,92,6,
201605280048 ,6,6,10,92,9,
201605300032 ,6,3,20,92,6,
201605300054 ,6,3,14,92,6,
201605310057 ,6,6,14,92,5,
201605310058 ,6,3,20,92,6,
201606010050 ,6,2,2,92,5,
201606010052 ,6,3,20,92,6,
201606030078 ,6,2,14,92,5,
201606040016 ,6,2,3,92,5,
201606040033 ,6,2,14,92,5,
201606050072 ,6,3,14,92,6,
201606050074 ,6,1,2,92,5,
201606050083 ,6,3,4,92,6,
201606050084 ,6,3,4,92,6,
201606060065 ,6,2,3,92,5,
201606070037 ,6,3,20,92,6,
201606070049 ,6,3,14,92,6,
201606070057 ,6,3,16,92,6,
201606070058 ,6,3,2,92,6,
201606080026 ,6,3,20,92,6,
201606080033 ,6,3,2,92,6,
201606080044 ,6,6,14,92,5,
201606090023 ,6,2,3,92,6,
201606090038 ,6,3,20,92,6,
201606100032 ,6,1,2,92,9,
201606110028 ,6,3,20,92,6,
201606110046 ,6,2,3,92,5,
201606110049 ,6,2,2,92,9,
201606120027 ,6,2,3,92,6,
201606130028 ,6,2,3,92,5,
201606140024 ,6,5,3,92,5,
201606140034 ,6,2,3,92,5,
201606150036 ,6,3,3,92,6,
201606150037 ,6,3,14,92,6,
201606150043 ,6,1,2,92,9,
201606150045 ,6,9,14,92,13,
201606150046 ,6,7,1,92,8,
201606150059 ,6,9,10,92,13,
201606160031 ,6,3,3,92,6,
201606160050 ,6,3,4,92,6,
201606180035 ,6,6,14,92,13,
201606180038 ,6,6,14,92,13,
201606190028 ,6,1,14,92,5,
201606190034 ,6,3,2,92,6,
201606190044 ,6,6,14,92,9,
201606210032 ,6,2,14,92,5,
201606210052 ,6,3,3,92,6,
201606210055 ,6,3,3,92,6,
201606210076 ,6,6,14,92,5,
201606220056 ,6,6,10,92,13,
201606230019 ,6,2,3,92,5,
201606230021 ,6,3,4,92,6,
201606240061 ,6,3,20,92,6,
201606240082 ,6,3,20,92,6,
201606250034 ,6,2,1,92,5,
201606260023 ,6,2,14,92,5,
201606260024 ,6,2,14,92,5,
201606270047 ,6,2,16,92,5,
201606280014 ,6,9,1,92,13,
201606280015 ,6,3,1,92,6,
201606280016 ,6,2,3,92,5,
201606280018 ,6,2,14,92,5,
201606280020 ,6,7,22,92,5,
201606280021 ,6,3,20,92,6,
201606300025 ,6,3,8,92,6,
201607010004 ,6,2,3,92,6,
201607010005 ,6,3,3,92,6,
201607010006 ,6,2,3,92,6,
201607010015 ,6,1,17,92,6,
201607020010 ,6,3,3,92,6,
201607020047 ,6,2,22,92,5,
201607030027 ,6,6,14,92,9,
201607040023 ,6,6,3,92,5,
201607040024 ,6,2,3,92,5,
201607050040 ,6,1,17,92,5,
201607060016 ,6,3,14,92,6,
201607070024 ,6,3,3,92,6,
201607070028 ,6,8,14,92,9,
201607070051 ,6,2,14,92,5,
201607070056 ,6,3,20,92,6,
201607090029 ,6,2,3,92,5,
201607090030 ,6,9,3,92,13,
201607100030 ,6,1,3,92,6,
201607100031 ,6,3,3,92,6,
201607110025 ,6,3,3,92,6,
201607110026 ,6,2,3,92,5,
201607120026 ,6,2,3,92,5,
201607120027 ,6,2,4,92,8,
201607130030 ,6,3,8,92,6,
201607130032 ,6,7,15,92,8,
201607130033 ,6,7,15,92,8,
201607130035 ,6,3,3,92,6,
201607150026 ,6,2,3,92,6,
201607150027 ,6,3,3,92,6,
201607150063 ,6,6,14,92,9,
201607160031 ,6,7,1,92,8,
201607160037 ,6,2,14,92,5,
201607160049 ,6,2,14,92,5,
201607170026 ,6,2,3,92,5,
201607170037 ,6,6,14,92,13,
201607190065 ,6,6,14,92,13,
201607210022 ,6,7,21,92,8,
201607210041 ,6,3,2,92,6,
201607220075 ,6,3,20,92,6,
201607230032 ,6,3,20,92,6,
201607230044 ,6,6,14,92,9,
201607230061 ,6,3,20,92,6,
201607270026 ,6,3,3,92,6,
201607290017 ,6,3,3,92,6,
201607290021 ,6,6,14,92,13,
201607290022 ,6,3,4,92,6,
201607290025 ,6,3,20,92,6,
201607290037 ,6,3,4,92,6,
201607300033 ,6,6,14,92,5,
201608010049 ,6,7,2,92,8,
201608010056 ,6,3,2,92,6,
201608010062 ,6,2,4,92,5,
201608020063 ,6,7,2,92,8,
201608020073 ,6,3,20,92,6,
201608030020 ,6,3,20,92,6,
201608040015 ,6,3,3,92,6,
201608040016 ,6,3,20,92,6,
201608040054 ,6,1,2,92,5,
201608050001 ,6,3,3,92,6,
201608050002 ,6,2,14,92,6,
201608050048 ,6,3,20,92,6,
201608060038 ,6,3,20,92,6,
201608060039 ,6,2,3,92,5,
201608060055 ,6,3,20,92,6,
201608060058 ,6,3,20,92,6,
201608060069 ,6,3,20,92,6,
201608060070 ,6,3,20,92,6,
201608060071 ,6,3,20,92,6,
201608060072 ,6,3,20,92,6,
201608070032 ,6,3,3,92,6,
201608070033 ,6,3,20,92,6,
201608070035 ,6,3,14,92,6,
201608070036 ,6,8,14,92,9,
201608070037 ,6,8,14,92,9,
201608070038 ,6,8,14,92,9,
201608070039 ,6,8,14,92,9,
201608070040 ,6,3,3,92,6,
201608080001 ,6,3,4,92,6,
201608080002 ,6,3,20,92,6,
201608080003 ,6,3,20,92,6,
201608080006 ,6,3,20,92,6,
201608080007 ,6,3,20,92,6,
201608080083 ,6,3,20,92,6,
201608090013 ,6,3,20,92,6,
201608090025 ,6,2,4,92,5,
201608100008 ,6,2,4,92,5,
201608100030 ,6,3,14,92,6,
201608100031 ,6,3,4,92,6,
201608100061 ,6,9,14,92,13,
201608110049 ,6,3,20,92,6,
201608110051 ,6,3,20,92,6,
201608110053 ,6,6,14,92,5,
201608110065 ,6,2,22,92,5,
201608120030 ,6,3,3,92,6,
201608120031 ,6,3,20,92,6,
201608120034 ,6,2,14,92,5,
201608120035 ,6,3,3,92,6,
201608120036 ,6,3,20,92,6,
201608120037 ,6,2,3,92,5,
201608120039 ,6,2,14,92,5,
201608120045 ,6,1,2,92,5,
201608120046 ,6,3,20,92,6,
201608120052 ,6,3,20,92,6,
201608120053 ,6,2,14,92,5,
201608130026 ,6,3,14,92,6,
201608130039 ,6,9,3,92,13,
201608140037 ,6,3,4,92,6,
201608140062 ,6,2,3,92,5,
201608150035 ,6,3,20,92,6,
201608150043 ,6,3,20,92,6,
201608150044 ,6,3,20,92,6,
201608150077 ,6,6,8,92,13,
201608160034 ,6,3,3,92,6,
201608160051 ,6,6,14,92,13,
201608170045 ,6,1,22,92,5,
201608170051 ,6,8,14,92,8,
201608180029 ,6,3,14,92,6,
201608180052 ,6,7,19,92,11,
201608190022 ,6,3,20,92,6,
201608190025 ,6,2,4,92,5,
201608200033 ,6,7,19,92,13,
201608210020 ,6,3,20,92,6,
201608210021 ,6,3,3,92,6,
201608230034 ,6,8,14,92,9,
201608260026 ,6,3,3,92,6,
201608270023 ,6,2,3,92,5,
201608280022 ,6,2,3,92,5,
201608280029 ,6,3,14,92,6,
201608290022 ,6,3,20,92,6,
201608310016 ,6,3,20,92,6,
201608310044 ,6,9,2,92,13,
201609020060 ,6,3,14,92,6,
201609030032 ,6,3,20,92,6,
201609030044 ,6,3,20,92,6,
201609040021 ,6,3,20,92,6,
201609050070 ,6,7,22,92,5,
201609060063 ,6,8,14,92,9,
201609070017 ,6,7,14,92,5,
201609070020 ,6,2,3,92,5,
201609070068 ,6,3,20,92,6,
201609070077 ,6,7,8,92,8,
201609090018 ,6,2,3,92,5,
201609090036 ,6,3,20,92,6,
201609090040 ,6,3,20,92,6,
201609100035 ,6,3,20,92,6,
201609100042 ,6,7,8,92,8,
201609110037 ,6,7,15,92,8,
201609110038 ,6,7,15,92,8,
201609110040 ,6,6,3,92,6,
201609120010 ,6,3,3,92,6,
201609120025 ,6,2,3,92,5,
201609120032 ,6,7,15,92,8,
201609120039 ,6,9,10,92,13,
201609140038 ,6,7,1,92,8,
201609150018 ,6,3,4,92,6,
201609150019 ,6,3,20,92,6,
201609150027 ,6,8,2,92,9,
201609160014 ,6,3,20,92,6,
201609160031 ,6,7,15,92,8,
201609170033 ,6,6,14,92,5,
201609180036 ,6,7,14,92,5,
201609190014 ,6,2,3,92,5,
201609190036 ,6,2,3,92,5,
201609190039 ,6,6,14,92,13,
201609190042 ,6,1,15,92,13,
201609190055 ,6,7,8,92,8,
201609190056 ,6,7,8,92,8,
201609200038 ,6,6,14,92,5,
201609210028 ,6,6,14,92,5,
201609220017 ,6,3,3,92,6,
201609220042 ,6,1,15,92,9,
201609230024 ,6,6,14,92,5,
201609230025 ,6,6,14,92,5,
201609230026 ,6,6,14,92,5,
201609230042 ,6,7,15,92,8,
201609230072 ,6,6,14,92,13,
201609240030 ,6,3,20,92,6,
201609250028 ,6,7,22,92,8,
201609250029 ,6,7,22,92,8,
201609260021 ,6,2,14,92,5,
201609260027 ,6,3,8,92,6,
201609270014 ,6,3,3,92,6,
201609270017 ,6,3,20,92,6,
201609270021 ,6,8,15,92,9,
201609280005 ,6,3,4,92,6,
201609280006 ,6,2,4,92,5,
201609280010 ,6,2,2,92,5,
201609290017 ,6,6,14,92,5,
201609300004 ,6,3,3,92,6,
201609300005 ,6,3,3,92,6,
201609300006 ,6,3,4,92,6,
201609300007 ,6,3,4,92,6,
201610010036 ,6,3,19,92,6,
201610010049 ,6,6,14,92,5,
201610010050 ,6,1,2,92,6,
201610020002 ,6,2,4,92,6,
201610020032 ,6,1,2,92,5,
201610020037 ,6,3,20,92,6,
201610030013 ,6,5,14,92,5,
201610030042 ,6,6,14,92,5,
201610030052 ,6,2,3,92,5,
201610030058 ,6,7,19,92,8,
201610040023 ,6,3,2,92,6,
201610040027 ,6,2,3,92,5,
201610040057 ,6,7,2,92,8,
201610060013 ,6,2,4,92,6,
201610060033 ,6,3,19,92,6,
201610060034 ,6,5,19,92,5,
201610070013 ,6,2,3,92,5,
201610070014 ,6,7,14,92,5,
201610080020 ,6,7,3,92,5,
201610080024 ,6,7,19,92,8,
201610100035 ,6,2,2,92,6,
201610110028 ,6,3,3,92,6,
201610110035 ,6,3,19,92,6,
201610110036 ,6,3,19,92,6,
201610110037 ,6,3,19,92,6,
201610110047 ,6,2,3,92,9,
201610120016 ,6,2,14,92,5,
201610130023 ,6,3,3,92,6,
201610130036 ,6,1,2,92,5,
201610150011 ,6,3,14,92,6,
201610150012 ,6,2,3,92,5,
201610160021 ,6,7,3,92,5,
201610160030 ,6,3,19,92,6,
201610160044 ,6,3,1,92,6,
201610160045 ,6,3,14,92,6,
201610170027 ,6,3,14,92,6,
201610170029 ,6,7,3,92,5,
201610170032 ,6,1,14,92,5,
201610170038 ,6,8,14,92,8,
201610190046 ,6,2,4,92,6,
201610190049 ,6,1,14,92,5,
201610190051 ,6,7,14,92,8,
201610190052 ,6,2,2,92,5,
201610190076 ,6,7,1,92,13,
201610200032 ,6,3,20,92,6,
201610210022 ,6,3,3,92,6,
201610220017 ,6,3,20,92,6,
201610220020 ,6,3,3,92,6,
201610220021 ,6,3,20,92,6,
201610220029 ,6,6,14,92,5,
201610220030 ,6,6,14,92,5,
201610230048 ,6,7,3,92,5,
201610230049 ,6,3,3,92,6,
201610230051 ,6,3,20,92,6,
201610240024 ,6,1,2,92,5,
201610240025 ,6,2,2,92,5,
201610240026 ,6,2,14,92,8,
201610240047 ,6,7,8,92,8,
201610240048 ,6,7,8,92,8,
201610250044 ,6,6,14,92,9,
201610250046 ,6,2,2,92,5,
201610250053 ,6,2,3,92,5,
201610250055 ,6,7,8,92,8,
201610250056 ,6,7,8,92,8,
201610260041 ,6,3,14,92,6,
201610260046 ,6,6,14,92,9,
201610260055 ,6,7,8,92,8,
201610270031 ,6,2,4,92,5,
201610270032 ,6,3,3,92,6,
201610270049 ,6,7,8,92,8,
201610270064 ,6,2,1,92,5,
201610280017 ,6,3,4,92,6,
201610280019 ,6,2,4,92,5,
201610280025 ,6,6,14,92,5,
201610280029 ,6,7,8,92,8,
201610280047 ,6,3,3,92,6,
201610280048 ,6,7,14,92,8,
201610280049 ,6,2,2,92,5,
201610280053 ,6,2,14,92,5,
201610290018 ,6,3,14,92,6,
201610290044 ,6,7,8,92,8,
201610290087 ,6,2,1,92,5,
201610300034 ,6,3,3,92,6,
201610300035 ,6,7,8,92,8,
201610300037 ,6,7,8,92,8,
201610300057 ,6,1,2,92,9,
201610310023 ,6,6,3,92,13,
201610310036 ,6,7,3,92,8,
201610310074 ,6,7,14,92,8,
201611010088 ,6,2,3,92,5,
201611030048 ,6,7,8,92,8,
201611030049 ,6,7,8,92,8,
201611030050 ,6,7,8,92,8,
201611040034 ,6,6,8,92,5,
201611040035 ,6,3,20,92,6,
201611040040 ,6,3,3,92,6,
201611040042 ,6,2,14,92,5,
201611040044 ,6,7,8,92,8,
201611040045 ,6,7,2,92,8,
201611050023 ,6,6,8,92,5,
201611060044 ,6,7,1,92,5,
201611060049 ,6,3,3,92,6,
201611070051 ,6,6,2,92,13,
201611080045 ,6,3,20,92,6,
201611090020 ,6,3,20,92,6,
201611100011 ,6,3,3,92,6,
201611100012 ,6,3,14,92,6,
201611100024 ,6,2,3,92,9,
201611110019 ,6,7,14,92,13,
201611110024 ,6,2,4,92,5,
201611110025 ,6,3,14,92,6,
201611110026 ,6,3,22,92,6,
201611110028 ,6,2,22,92,5,
201611110029 ,6,3,22,92,6,
201611120057 ,6,1,10,92,5,
201611120058 ,6,1,2,92,5,
201611120059 ,6,3,14,92,6,
201611120060 ,6,3,14,92,6,
201611130039 ,6,6,14,92,13,
201611140023 ,6,1,2,92,5,
201611140046 ,6,7,8,92,8,
201611160021 ,6,2,14,92,5,
201611160022 ,6,9,14,92,13,
201611160036 ,6,2,14,92,5,
201611170037 ,6,3,14,92,6,
201611180017 ,6,3,3,92,6,
201611180018 ,6,7,14,92,5,
201611180019 ,6,8,8,92,9,
201611180053 ,6,7,8,92,8,
201611180054 ,6,7,8,92,13,
201611180055 ,6,7,14,92,5,
201611180056 ,6,2,3,92,8,
201611200024 ,6,3,14,92,6,
201611200026 ,6,3,4,92,6,
201611200027 ,6,3,3,92,6,
201611200059 ,6,3,20,92,6,
201611210032 ,6,3,3,92,6,
201611210035 ,6,6,1,92,5,
201611220025 ,6,3,3,92,6,
201611220026 ,6,3,3,92,6,
201611220031 ,6,2,4,92,5,
201611240028 ,6,2,3,92,6,
201611240050 ,6,9,14,92,13,
201611240051 ,6,2,14,92,8,
201611250018 ,6,2,3,92,5,
201611250021 ,6,3,20,92,6,
201611250023 ,6,3,14,92,6,
201611250028 ,6,2,3,92,5,
201611260019 ,6,2,4,92,5,
201611260049 ,6,3,20,92,6,
201611270010 ,6,3,1,92,6,
201611270024 ,6,2,22,92,5,
201611280051 ,6,2,3,92,5,
201611290002 ,6,2,4,92,6,
201611290023 ,6,6,2,92,5,
201611290037 ,6,7,8,92,8,
201611300008 ,6,2,4,92,5,
201611300018 ,6,3,20,92,6,
